card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
7dfb4e2b-e4a0-437c-a965-454792baeff0,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
c193957c-2cfd-41ff-aeb3-5ce588a12a39,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
1ec7e5af-a03f-4c9c-9ff0-67929d4ef83f,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
26a48f33-4cbe-4598-bfcb-3dd2010936f4,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
b6fe544f-3e0a-4f90-8b1a-aea01fd75515,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
7bcaac96-3a2f-48d8-94a8-0e1573156898,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
a40da98f-519e-4545-a12d-643d39c21e68,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,actionable_watch,positioning_unwind_watch,0.8038,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
1ffc0769-b53b-4a9d-b4ee-ae61ded8d9b0,"E2 positioning unwind: (HYPE,ETH) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
976a7f72-1693-4167-9bab-544ca367b68e,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
b6041491-63aa-43f6-8ddc-bed14fd26b06,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6876,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=1.000)
