card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
2dd6f2e5-2863-4c47-980c-e0dc6f8c081d,"Chain-D1 beta reversion: (HYPE,BTC) break, no flow evidence",beta_reversion,actionable_watch,beta_reversion_watch,0.7725,HYPE|BTC,funding_extreme|buy_burst,miss,,40,-40,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'HYPE'] in outcome window [min 240, min 280]."
75383f8c-7fd0-48c2-b924-7e0d5ca7102f,"Chain-D1 beta reversion: (HYPE,ETH) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,HYPE|ETH,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['ETH', 'HYPE'] in outcome window [min 240, min 330]."
9ea0e164-6881-40c0-a7f9-00e588e37809,"Chain-D1 beta reversion: (HYPE,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,HYPE|SOL,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['HYPE', 'SOL'] in outcome window [min 240, min 330]."
5c0d6176-e17d-44f3-94da-d7ef623e2a1a,"Chain-D1 beta reversion: (BTC,ETH) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,ETH|BTC,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'ETH'] in outcome window [min 240, min 330]."
a8910568-3b6f-47f3-ac6a-9bc7568ae6c5,"Chain-D1 beta reversion: (BTC,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,BTC|SOL,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'SOL'] in outcome window [min 240, min 330]."
27b3a5e9-cec7-42b4-9abf-1f64f6e2c27a,"Chain-D1 beta reversion: (ETH,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,ETH|SOL,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['ETH', 'SOL'] in outcome window [min 240, min 330]."
f7c468f4-bb52-4c81-aa7b-efbd457cd6a6,"Correlation break (HYPE,BTC) — mean_reversion_candidate",other,research_priority,monitor_no_action,0.7185,HYPE|BTC,,expired,,50,-50,False,,Control card (no expected events); baseline reference.
8b064c7e-967c-41dd-9ef2-5211d80d4bd0,"Correlation break (HYPE,ETH) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,HYPE|ETH,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
9e6e9603-1391-4520-9952-143c9baadb0b,"Correlation break (HYPE,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,HYPE|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
a3566fe6-6ea2-4345-a8ba-8aad98b2166d,"Correlation break (BTC,ETH) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,ETH|BTC,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
44957605-5ba5-4eb4-aaa7-d10bf8e4353b,"Correlation break (BTC,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,BTC|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
5040b460-9805-4653-9c82-204966d77b03,"Correlation break (ETH,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,ETH|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
6895229d-cf5b-4135-affd-b3c23e9efda6,"Null baseline: (HYPE,BTC) — low followthrough, normalization expected",null_baseline,monitor_borderline,monitor_no_action,0.6487,HYPE|BTC,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
88fcd239-538d-4d69-96b1-da757ec2a7a3,"Null baseline: (HYPE,ETH) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,HYPE|ETH,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
99a8f523-4237-44e4-9035-1120b9b641c8,"Null baseline: (HYPE,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,HYPE|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
edc45e95-1993-4cb7-8f81-d9335c6d6012,"Null baseline: (BTC,ETH) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,ETH|BTC,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
b2e5855d-78cc-4bd9-831e-652472a5dedf,"Null baseline: (BTC,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,BTC|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
ac844871-33f7-4464-a7d4-98844ef5afe1,"Null baseline: (ETH,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,ETH|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
