card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
3054e1d6-c7f8-452c-be2d-d8f567cb16f2,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
e5734cdb-1433-4a71-816d-b1da496f7c62,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
6a99035b-3e5f-464f-9cc6-4f2d9b8e5367,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
b26730e6-8ba7-4f48-9738-6df458008dc8,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
d1757536-6070-40e8-8aa3-e79b6905bc38,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
692abc6a-db1d-4c3f-82b9-12ace234f11f,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
6ba08ed5-02b1-4ab9-b826-c154007ac221,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,actionable_watch,positioning_unwind_watch,0.8038,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
89921473-065e-42c8-a20a-03c04f6baa69,"E2 positioning unwind: (HYPE,ETH) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
20c57676-af09-4352-a021-8a8f2cba4cf1,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
6d9f0a86-6462-4c23-a3fa-f9d5d7418f6f,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6876,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,30,30,True,buy_burst,buy_burst on HYPE at min 30 (magnitude=0.764)
