card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
222c4f21-98e4-46c7-b733-85274afbb5ed,"Chain-D1 beta reversion: (HYPE,BTC) break, no flow evidence",beta_reversion,actionable_watch,beta_reversion_watch,0.7725,HYPE|BTC,funding_extreme|buy_burst,miss,,30,-30,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'HYPE'] in outcome window [min 30, min 60]."
f409a102-4041-42e5-9fa5-34fdb9983cac,"Chain-D1 beta reversion: (HYPE,ETH) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,HYPE|ETH,funding_extreme|buy_burst,miss,,30,-30,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['ETH', 'HYPE'] in outcome window [min 30, min 60]."
f042567b-5740-4a4b-aee4-a9c0d7e986ea,"Chain-D1 beta reversion: (HYPE,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,HYPE|SOL,funding_extreme|buy_burst,miss,,30,-30,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['HYPE', 'SOL'] in outcome window [min 30, min 60]."
e4beb7b1-819a-46d5-ba3c-a9ee3063fcf1,"Chain-D1 beta reversion: (BTC,ETH) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,ETH|BTC,funding_extreme|buy_burst,miss,,30,-30,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'ETH'] in outcome window [min 30, min 60]."
5a5b5bb9-08f9-4734-9e42-58022673db03,"Chain-D1 beta reversion: (BTC,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,BTC|SOL,funding_extreme|buy_burst,miss,,30,-30,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'SOL'] in outcome window [min 30, min 60]."
e83d3332-bb3d-4123-b3fd-e4aae87d97c2,"Chain-D1 beta reversion: (ETH,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,ETH|SOL,funding_extreme|buy_burst,miss,,30,-30,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['ETH', 'SOL'] in outcome window [min 30, min 60]."
0812a881-f85d-45f5-91da-185c95b7767c,"Correlation break (HYPE,BTC) — mean_reversion_candidate",other,research_priority,monitor_no_action,0.7185,HYPE|BTC,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
0bd2bb4f-5dfb-4b07-8427-cb92501b1249,"Correlation break (HYPE,ETH) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,HYPE|ETH,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
129f7864-ee54-4302-a63e-04bb8e95c47a,"Correlation break (HYPE,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,HYPE|SOL,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
d57f50f4-0f55-4c5b-bab9-ec8ca75ef300,"Correlation break (BTC,ETH) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,ETH|BTC,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
3c17abfd-4dd3-453b-9534-6ef8005631ad,"Correlation break (BTC,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,BTC|SOL,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
0fa83051-ee42-42ea-acca-1cf2414e728c,"Correlation break (ETH,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,ETH|SOL,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
5d3caa71-efdd-4da2-964c-2222130b1be0,"Null baseline: (HYPE,BTC) — low followthrough, normalization expected",null_baseline,monitor_borderline,monitor_no_action,0.6487,HYPE|BTC,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
d1e6cc6d-4550-4525-b573-1eafc12ad6c5,"Null baseline: (HYPE,ETH) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,HYPE|ETH,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
cd5c3056-96de-4454-b02e-53720e00dfd3,"Null baseline: (HYPE,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,HYPE|SOL,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
18d7b9fb-aa58-4580-b3c9-e1dfeb97ea54,"Null baseline: (BTC,ETH) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,ETH|BTC,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
81ed0a58-98ea-469e-a211-bc70a4dac629,"Null baseline: (BTC,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,BTC|SOL,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
aa5e6155-6493-46ed-8871-422c6bdf7c50,"Null baseline: (ETH,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,ETH|SOL,,expired,,30,-30,False,,Control card (no expected events); baseline reference.
