card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
2d05985a-65eb-47ec-bbd5-c8222b34cf25,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
319100f3-27ec-4b70-99fc-2ae2b64eb407,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
615c8214-9700-446a-9661-c3db34fe4a49,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
72153579-c72b-433e-a067-11eb7c9ec7a4,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
8b129ef3-3e1c-444c-a38b-7f59a4cadd29,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
a4e7ef03-f7af-424a-94f3-5d0e28711889,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
1b58bf94-5e5b-4532-9cb1-b1912dee4130,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,actionable_watch,positioning_unwind_watch,0.8038,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
014a2289-67bc-464f-85ac-f9affc940e46,"E2 positioning unwind: (HYPE,ETH) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
222085ac-8cf7-4827-b417-b02cc6da4af8,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
cac7f4a8-cb98-4e49-9e13-908743cfeb51,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6876,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,5,30,25,True,buy_burst,buy_burst on HYPE at min 35 (magnitude=0.775)
