card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
1f755bb0-ac79-4ae4-8122-1b0c64d72cfc,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,40,15,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
1f8ef228-0ebf-4a0e-bbbf-c24128a24ebd,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,40,15,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
89fcfca4-944f-4983-b4f1-a54708e095b2,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,40,33,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
7c2f7ff5-da7f-4834-a640-2d9f4bc7d555,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
b8d2c288-710e-4539-87c8-eda9fc17e957,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
a33151b4-7027-4bc4-89aa-e0a9fe2ca713,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
6e8a990a-ce08-4a06-aafe-d35ff7838079,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
09bed01e-5bf2-4056-9785-1bd0703a0459,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
b4283219-f240-40da-be48-149e18a998d7,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
29a60eab-b25d-4875-924b-c3bfe533d766,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
6fbbab22-71f2-45bc-9ce2-818ca44ae48e,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,actionable_watch,positioning_unwind_watch,0.8063,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,40,33,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
f3477d3d-15e3-4baa-8787-3d1da2c73e1c,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6901,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
