card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
e8ed42ee-6735-4744-a8b3-7337c6404fa6,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,40,40,True,buy_burst,buy_burst on HYPE at min 60 (magnitude=0.804)
fe40f09e-40c5-443b-a460-624f90cb75e6,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,40,40,True,buy_burst,buy_burst on HYPE at min 60 (magnitude=0.804)
947bae92-72c5-4942-a207-cd5f84860e72,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,40,40,True,buy_burst,buy_burst on HYPE at min 60 (magnitude=0.804)
04271da2-bfa7-4acc-b8f2-2c09f130d417,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,50,45,True,oi_accumulation,oi_accumulation on SOL at min 65 (magnitude=0.953)
aa50d1ba-f4ad-4f23-abb8-3957e3f13f75,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,50,45,True,oi_accumulation,oi_accumulation on SOL at min 65 (magnitude=0.953)
56ff160a-f9dd-4156-a7a0-a696b8a41c0b,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,0,50,50,True,buy_burst,buy_burst on HYPE at min 60 (magnitude=0.804)
9cddb0fc-b075-491e-8f5b-295bad0247a2,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,0,50,50,True,buy_burst,buy_burst on HYPE at min 60 (magnitude=0.804)
f5d08a22-6066-4756-94d6-fd7f2441f34a,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,0,50,50,True,buy_burst,buy_burst on HYPE at min 60 (magnitude=0.804)
3c05c5e0-04ea-4a9d-8336-c639b6fee058,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,50,45,True,oi_accumulation,oi_accumulation on SOL at min 65 (magnitude=0.953)
2231f289-11dc-4640-8268-f07c0f17407d,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,5,50,45,True,oi_accumulation,oi_accumulation on SOL at min 65 (magnitude=0.953)
