card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
feea3d65-4400-4291-849f-16b377c6ade8,"Chain-D1 beta reversion: (HYPE,BTC) break, no flow evidence",beta_reversion,actionable_watch,beta_reversion_watch,0.7725,HYPE|BTC,funding_extreme|buy_burst,miss,,40,-40,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'HYPE'] in outcome window [min 120, min 160]."
1b3edd78-529f-48fe-a5e6-1c301ec4a58b,"Chain-D1 beta reversion: (HYPE,ETH) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,HYPE|ETH,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['ETH', 'HYPE'] in outcome window [min 120, min 210]."
ab53ad2a-9070-491c-8bc0-3ad8c0fa0512,"Chain-D1 beta reversion: (HYPE,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,HYPE|SOL,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['HYPE', 'SOL'] in outcome window [min 120, min 210]."
f15fb7dd-a50b-4f79-a720-b46c0aa58e9d,"Chain-D1 beta reversion: (BTC,ETH) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,ETH|BTC,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'ETH'] in outcome window [min 120, min 210]."
8f4da9dd-21c7-4e6d-a05c-5dc6e5d96935,"Chain-D1 beta reversion: (BTC,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,BTC|SOL,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['BTC', 'SOL'] in outcome window [min 120, min 210]."
a0b771af-97d1-4327-8a9c-84baadbc8e70,"Chain-D1 beta reversion: (ETH,SOL) break, no flow evidence",beta_reversion,baseline_like,monitor_no_action,0.5846,ETH|SOL,funding_extreme|buy_burst,miss,,90,-90,False,,"No ['funding_extreme', 'buy_burst'] events for assets ['ETH', 'SOL'] in outcome window [min 120, min 210]."
6c8d941a-3e13-4dd3-9960-907968ea2eaf,"Correlation break (HYPE,BTC) — mean_reversion_candidate",other,research_priority,monitor_no_action,0.7185,HYPE|BTC,,expired,,50,-50,False,,Control card (no expected events); baseline reference.
f5e1daa4-a98b-4200-8c97-de99eb93da35,"Correlation break (HYPE,ETH) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,HYPE|ETH,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
421ec61a-5a9b-40d5-a5e4-46535bafdab4,"Correlation break (HYPE,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,HYPE|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
e55547d7-e120-480e-9c98-afdad64fbfce,"Correlation break (BTC,ETH) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,ETH|BTC,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
9bfb6129-a112-452e-9b8c-26a011412ea0,"Correlation break (BTC,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,BTC|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
12cc2705-f20f-4318-8163-937c9eb53799,"Correlation break (ETH,SOL) — mean_reversion_candidate",other,baseline_like,monitor_no_action,0.5832,ETH|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
e163a42d-4d9e-4aab-9ea2-4f21c9403010,"Null baseline: (HYPE,BTC) — low followthrough, normalization expected",null_baseline,monitor_borderline,monitor_no_action,0.6487,HYPE|BTC,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
3c2f0a3c-ea1a-4781-a33c-cb53f81abec9,"Null baseline: (HYPE,ETH) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,HYPE|ETH,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
7e28a3d4-9b99-4301-b086-469c4f45b070,"Null baseline: (HYPE,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,HYPE|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
894d7042-2210-4ab3-b75e-e79661f9b506,"Null baseline: (BTC,ETH) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,ETH|BTC,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
e7526d55-b7b1-4c70-a3c9-80a4450af654,"Null baseline: (BTC,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,BTC|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
f0c94262-c069-4b52-b319-6f280568c31d,"Null baseline: (ETH,SOL) — low followthrough, normalization expected",null_baseline,baseline_like,monitor_no_action,0.4832,ETH|SOL,,expired,,90,-90,False,,Control card (no expected events); baseline reference.
