card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
208a03fb-1250-49fd-9f2d-630528532a24,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,10,40,30,True,buy_burst,buy_burst on HYPE at min 70 (magnitude=0.786)
a35088fc-a9ec-48de-a1e8-d4bbf4d49e11,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,10,40,30,True,buy_burst,buy_burst on HYPE at min 70 (magnitude=0.786)
b533d38b-dc27-4d6a-8704-9ce37188af60,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,40,37,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
9913551d-b10d-4d01-9332-994a72551ad7,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,50,47,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
f607de15-fcc2-43b0-86d1-bccfa05e3a34,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,50,47,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
ed6b0ad0-0269-4a3f-8c4d-60a39dcd2ca3,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,10,50,40,True,buy_burst,buy_burst on HYPE at min 70 (magnitude=0.786)
ee8cec80-6480-4f5d-a66f-8c4035de0a8d,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,10,50,40,True,buy_burst,buy_burst on HYPE at min 70 (magnitude=0.786)
6b2b3bed-4845-47ad-9e11-34082572954b,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,50,47,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
895305bc-2da4-47b8-ba4e-520ee05fcc36,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,50,47,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
36b577a2-e225-431c-8b6f-12a1484183d3,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,50,47,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
be707cda-4857-417d-bc53-a67ccc0738be,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,actionable_watch,positioning_unwind_watch,0.8063,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,40,37,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
da135fb8-b545-4672-b4d2-1a24ffa2fc45,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6901,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,3,50,47,True,oi_accumulation,oi_accumulation on SOL at min 63 (magnitude=0.902)
f334a241-bbdb-4d99-a305-815ba9fd4cc0,"E2 positioning unwind: (HYPE,ETH) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,10,50,40,True,buy_burst,buy_burst on HYPE at min 70 (magnitude=0.786)
44012f93-5770-4690-9a08-783ad1e2ba35,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,10,50,40,True,buy_burst,buy_burst on HYPE at min 70 (magnitude=0.786)
