card_id,title,branch,decision_tier,watch_label,composite_score,assets_mentioned,expected_events,outcome_result,time_to_outcome_min,half_life_min,half_life_remaining_min,outcome_type_match,matched_event,outcome_detail
052433c0-fc4d-462d-abc1-aa84f4417adf,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.865,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,40,15,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
70102782-37d9-41d9-bfe2-9e33e73cdac5,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,40,15,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
6a1c854e-f9d7-48f0-88da-503b8332c1cf,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,actionable_watch,positioning_unwind_watch,0.745,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,40,33,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
05096e60-b44d-4167-9bb5-49b78ff16c93,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
4e1f1053-9920-405f-8e0e-43797f193496,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.7221,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
4a102189-c60a-434d-9672-cf0092e3afb9,"E2 positioning unwind: (HYPE,ETH) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
4a2f7bb3-662b-40fe-a18e-716689223b81,"E2 positioning unwind: (HYPE,BTC) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
254dec9a-e7b5-4d41-af32-049f9b61199c,"E2 positioning unwind: (HYPE,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
0f3fddca-b1e9-4244-b7b0-1693571022c5,"E2 positioning unwind: (ETH,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
50507dc4-0d6b-4f80-a90f-7461d714cb92,"E2 positioning unwind: (BTC,SOL) — one-sided OI build + crowding",positioning_unwind,research_priority,positioning_unwind_watch,0.6958,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
db1d0dad-a252-4536-8153-f6a459ec5494,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,actionable_watch,positioning_unwind_watch,0.8063,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,40,33,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
f3758f96-ed9f-417d-8dcc-f76e42a3a4b4,"E2 positioning unwind: (HYPE,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6901,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
25becfd0-f981-4674-b585-89d93c762da9,"E2 positioning unwind: (HYPE,ETH) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
962849f6-e931-49a0-8938-329587a11173,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.7055,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
7f2ac4f5-aa25-4192-9dd5-fe0d1d41af91,"E2 positioning unwind: (HYPE,ETH) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6677,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
fe3dc877-779f-4be2-9f4f-1f80cdd09720,"E2 positioning unwind: (HYPE,BTC) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6677,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
e4ac4ce4-6702-4379-8a30-c3c337accf05,"E2 positioning unwind: (ETH,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.703,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
0770c919-0b4e-42a4-aa49-fa6ba7549ff2,"E2 positioning unwind: (BTC,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.703,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
c2c082cc-9520-445d-bff3-199b9254431b,"E2 positioning unwind: (ETH,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6652,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
f8a65fec-53e2-4559-afb6-2883898218cd,"E2 positioning unwind: (BTC,SOL) — funding pressure regime",positioning_unwind,research_priority,positioning_unwind_watch,0.6652,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
73da4ca7-d0b8-4d05-8cf2-e1c65ec8ad58,"E2 positioning unwind: (HYPE,ETH) — premium compression",positioning_unwind,actionable_watch,positioning_unwind_watch,0.7804,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,40,15,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
bfcae8b6-6646-452d-83eb-3e19b13aaf03,"E2 positioning unwind: (HYPE,BTC) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6846,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
6138b7fb-905c-4aef-9e66-1674043a3849,"E2 positioning unwind: (HYPE,SOL) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6846,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
39602e21-b90f-41a7-91d5-353f7c50d262,"E2 positioning unwind: (ETH,SOL) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6846,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
6e7c5721-a085-4d5a-b1e6-8a645c6fa977,"E2 positioning unwind: (BTC,SOL) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6846,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
3390f8f1-775f-48f9-a190-254ceb07b719,"E2 positioning unwind: (HYPE,ETH) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6625,HYPE|ETH,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
4e8e9172-afbd-4205-8b51-88e42397e0ac,"E2 positioning unwind: (HYPE,BTC) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6625,HYPE|BTC,buy_burst|oi_accumulation|one_sided_oi,hit,25,50,25,True,buy_burst,buy_burst on HYPE at min 85 (magnitude=0.751)
7b15b9c8-1d49-47d6-85f1-5c1732808951,"E2 positioning unwind: (HYPE,SOL) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6625,HYPE|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
a0afea36-1094-4acf-ad33-a3d0fe274f7f,"E2 positioning unwind: (ETH,SOL) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6625,ETH|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
abbbbc0d-abf9-4486-8510-e22bb0612a0d,"E2 positioning unwind: (BTC,SOL) — premium compression",positioning_unwind,research_priority,positioning_unwind_watch,0.6625,BTC|SOL,buy_burst|oi_accumulation|one_sided_oi,hit,7,50,43,True,oi_accumulation,oi_accumulation on SOL at min 67 (magnitude=1.000)
59994a46-4ece-4524-bd8e-7f3e165e1167,"E1 beta reversion: (ETH,BTC) — no funding shift, no OI expansion",beta_reversion,actionable_watch,beta_reversion_watch,0.772,ETH|BTC,funding_extreme|buy_burst,hit,25,40,15,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
56e64f45-281d-4d42-9773-59422920b38e,"E1 beta reversion: (ETH,BTC) — no funding shift, no OI expansion",beta_reversion,research_priority,beta_reversion_watch,0.665,ETH|BTC,funding_extreme|buy_burst,hit,25,50,25,True,buy_burst,buy_burst on ETH at min 85 (magnitude=0.794)
62f0a603-bfa8-4226-b515-1976829dc214,"Chain-D1 positioning unwind: (HYPE,ETH) break + HYPE funding extreme",other,research_priority,monitor_no_action,0.7708,HYPE|ETH,,expired,,50,-50,False,,Control card (no expected events); baseline reference.
fbf20ba4-8be5-41de-b2e5-2750202ba5c4,"Chain-D1 positioning unwind: (HYPE,BTC) break + HYPE funding extreme",other,monitor_borderline,monitor_no_action,0.6167,HYPE|BTC,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
46052f01-a895-4c03-ba1d-83ffafe89eeb,"Chain-D1 positioning unwind: (HYPE,SOL) break + HYPE funding extreme",other,monitor_borderline,monitor_no_action,0.6167,HYPE|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
1bff0da5-6929-4703-a450-63a61870994b,"Chain-D1 positioning unwind: (HYPE,SOL) break + SOL funding extreme",other,baseline_like,monitor_no_action,0.59,HYPE|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
7de551af-a0be-485c-a357-1611d63b93b5,"Chain-D1 positioning unwind: (ETH,SOL) break + SOL funding extreme",other,monitor_borderline,monitor_no_action,0.6167,ETH|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
fa240d57-d907-412a-bffb-bd40a47ce850,"Chain-D1 positioning unwind: (BTC,SOL) break + SOL funding extreme",other,monitor_borderline,monitor_no_action,0.6167,BTC|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
a7a40e0b-416c-4b5b-83bf-b4523758a3b9,"Chain-D1 positioning unwind: (HYPE,ETH) break + HYPE funding extreme",other,monitor_borderline,monitor_no_action,0.6082,HYPE|ETH,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
c577d3df-33f8-4041-bf70-dae3b7b13d4a,"Chain-D1 positioning unwind: (HYPE,BTC) break + HYPE funding extreme",other,baseline_like,monitor_no_action,0.5993,HYPE|BTC,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
f7d28f07-cb46-4bd2-9f08-908d34c1cd53,"Chain-D1 positioning unwind: (HYPE,SOL) break + HYPE funding extreme",other,baseline_like,monitor_no_action,0.5993,HYPE|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
7314e8c2-d510-4b70-bdad-ef28b85c350c,"Chain-D1 positioning unwind: (HYPE,SOL) break + SOL funding extreme",other,baseline_like,monitor_no_action,0.59,HYPE|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
c4503d05-c694-43e3-b388-c8cd925aa056,"Chain-D1 positioning unwind: (ETH,SOL) break + SOL funding extreme",other,baseline_like,monitor_no_action,0.5993,ETH|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
1b20d62c-1247-4348-b3b7-0002c01310c4,"Chain-D1 positioning unwind: (BTC,SOL) break + SOL funding extreme",other,baseline_like,monitor_no_action,0.5993,BTC|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
bddb8ccd-d14b-4467-85a2-b1dd74b3500e,"Chain-D1 flow continuation: (HYPE,BTC) break driven by HYPE burst aggr",other,research_priority,monitor_no_action,0.7113,HYPE|BTC,,expired,,50,-50,False,,Control card (no expected events); baseline reference.
48d00bbb-a66c-4a3b-b1ae-7213081156a8,"Chain-D1 flow continuation: (HYPE,BTC) break driven by BTC burst aggre",other,monitor_borderline,monitor_no_action,0.6389,HYPE|BTC,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
6ec3b128-21a4-43d9-9f80-34e125b89b9c,"Chain-D1 flow continuation: (HYPE,SOL) break driven by HYPE burst aggr",other,monitor_borderline,monitor_no_action,0.6118,HYPE|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
5b6a1e80-a03c-4668-9372-fa26ede1042c,"Chain-D1 flow continuation: (HYPE,SOL) break driven by SOL burst aggre",other,monitor_borderline,monitor_no_action,0.6118,HYPE|SOL,,expired,,60,-60,False,,Control card (no expected events); baseline reference.
